,summary,config,name
0,"{'_runtime': 69.13785815238953, '_step': 39, '_timestamp': 1742513562.7351682, '_wandb': {'runtime': 68}, 'checkpoint': '/eagle/projects/argonne_tpc/siebenschuh/domain_shift_data/checkpoints/SimCLR/uniform/cizohhbn_encoder_epoch20.pth', 'epoch': 20, 'gradients/graph_10net.0.bias': {'_type': 'histogram'}, 'gradients/graph_10net.0.weight': {'_type': 'histogram'}, 'gradients/graph_10net.3.bias': {'_type': 'histogram'}, 'gradients/graph_10net.3.weight': {'_type': 'histogram'}, 'gradients/graph_10net.7.bias': {'_type': 'histogram'}, 'gradients/graph_10net.7.weight': {'_type': 'histogram'}, 'gradients/graph_1net.0.bias': {'_type': 'histogram'}, 'gradients/graph_1net.0.weight': {'_type': 'histogram'}, 'gradients/graph_1net.3.bias': {'_type': 'histogram'}, 'gradients/graph_1net.3.weight': {'_type': 'histogram'}, 'gradients/graph_1net.7.bias': {'_type': 'histogram'}, 'gradients/graph_1net.7.weight': {'_type': 'histogram'}, 'gradients/graph_2net.0.bias': {'_type': 'histogram'}, 'gradients/graph_2net.0.weight': {'_type': 'histogram'}, 'gradients/graph_2net.3.bias': {'_type': 'histogram'}, 'gradients/graph_2net.3.weight': {'_type': 'histogram'}, 'gradients/graph_2net.7.bias': {'_type': 'histogram'}, 'gradients/graph_2net.7.weight': {'_type': 'histogram'}, 'gradients/graph_3net.0.bias': {'_type': 'histogram'}, 'gradients/graph_3net.0.weight': {'_type': 'histogram'}, 'gradients/graph_3net.3.bias': {'_type': 'histogram'}, 'gradients/graph_3net.3.weight': {'_type': 'histogram'}, 'gradients/graph_3net.7.bias': {'_type': 'histogram'}, 'gradients/graph_3net.7.weight': {'_type': 'histogram'}, 'gradients/graph_4net.0.bias': {'_type': 'histogram'}, 'gradients/graph_4net.0.weight': {'_type': 'histogram'}, 'gradients/graph_4net.3.bias': {'_type': 'histogram'}, 'gradients/graph_4net.3.weight': {'_type': 'histogram'}, 'gradients/graph_4net.7.bias': {'_type': 'histogram'}, 'gradients/graph_4net.7.weight': {'_type': 'histogram'}, 'gradients/graph_5net.0.bias': {'_type': 'histogram'}, 'gradients/graph_5net.0.weight': {'_type': 'histogram'}, 'gradients/graph_5net.3.bias': {'_type': 'histogram'}, 'gradients/graph_5net.3.weight': {'_type': 'histogram'}, 'gradients/graph_5net.7.bias': {'_type': 'histogram'}, 'gradients/graph_5net.7.weight': {'_type': 'histogram'}, 'gradients/graph_6net.0.bias': {'_type': 'histogram'}, 'gradients/graph_6net.0.weight': {'_type': 'histogram'}, 'gradients/graph_6net.3.bias': {'_type': 'histogram'}, 'gradients/graph_6net.3.weight': {'_type': 'histogram'}, 'gradients/graph_6net.7.bias': {'_type': 'histogram'}, 'gradients/graph_6net.7.weight': {'_type': 'histogram'}, 'gradients/graph_7net.0.bias': {'_type': 'histogram'}, 'gradients/graph_7net.0.weight': {'_type': 'histogram'}, 'gradients/graph_7net.3.bias': {'_type': 'histogram'}, 'gradients/graph_7net.3.weight': {'_type': 'histogram'}, 'gradients/graph_7net.7.bias': {'_type': 'histogram'}, 'gradients/graph_7net.7.weight': {'_type': 'histogram'}, 'gradients/graph_8net.0.bias': {'_type': 'histogram'}, 'gradients/graph_8net.0.weight': {'_type': 'histogram'}, 'gradients/graph_8net.3.bias': {'_type': 'histogram'}, 'gradients/graph_8net.3.weight': {'_type': 'histogram'}, 'gradients/graph_8net.7.bias': {'_type': 'histogram'}, 'gradients/graph_8net.7.weight': {'_type': 'histogram'}, 'gradients/graph_9net.0.bias': {'_type': 'histogram'}, 'gradients/graph_9net.0.weight': {'_type': 'histogram'}, 'gradients/graph_9net.3.bias': {'_type': 'histogram'}, 'gradients/graph_9net.3.weight': {'_type': 'histogram'}, 'gradients/graph_9net.7.bias': {'_type': 'histogram'}, 'gradients/graph_9net.7.weight': {'_type': 'histogram'}, 'gradients/net.0.bias': {'_type': 'histogram'}, 'gradients/net.0.weight': {'_type': 'histogram'}, 'gradients/net.3.bias': {'_type': 'histogram'}, 'gradients/net.3.weight': {'_type': 'histogram'}, 'gradients/net.7.bias': {'_type': 'histogram'}, 'gradients/net.7.weight': {'_type': 'histogram'}, 'parameters/graph_10net.0.bias': {'_type': 'histogram'}, 'parameters/graph_10net.0.weight': {'_type': 'histogram'}, 'parameters/graph_10net.3.bias': {'_type': 'histogram'}, 'parameters/graph_10net.3.weight': {'_type': 'histogram'}, 'parameters/graph_10net.7.bias': {'_type': 'histogram'}, 'parameters/graph_10net.7.weight': {'_type': 'histogram'}, 'parameters/graph_11net.0.bias': {'_type': 'histogram'}, 'parameters/graph_11net.0.weight': {'_type': 'histogram'}, 'parameters/graph_11net.3.bias': {'_type': 'histogram'}, 'parameters/graph_11net.3.weight': {'_type': 'histogram'}, 'parameters/graph_11net.7.bias': {'_type': 'histogram'}, 'parameters/graph_11net.7.weight': {'_type': 'histogram'}, 'parameters/graph_12net.0.bias': {'_type': 'histogram'}, 'parameters/graph_12net.0.weight': {'_type': 'histogram'}, 'parameters/graph_12net.3.bias': {'_type': 'histogram'}, 'parameters/graph_12net.3.weight': {'_type': 'histogram'}, 'parameters/graph_12net.7.bias': {'_type': 'histogram'}, 'parameters/graph_12net.7.weight': {'_type': 'histogram'}, 'parameters/graph_13net.0.bias': {'_type': 'histogram'}, 'parameters/graph_13net.0.weight': {'_type': 'histogram'}, 'parameters/graph_13net.3.bias': {'_type': 'histogram'}, 'parameters/graph_13net.3.weight': {'_type': 'histogram'}, 'parameters/graph_13net.7.bias': {'_type': 'histogram'}, 'parameters/graph_13net.7.weight': {'_type': 'histogram'}, 'parameters/graph_14net.0.bias': {'_type': 'histogram'}, 'parameters/graph_14net.0.weight': {'_type': 'histogram'}, 'parameters/graph_14net.3.bias': {'_type': 'histogram'}, 'parameters/graph_14net.3.weight': {'_type': 'histogram'}, 'parameters/graph_14net.7.bias': {'_type': 'histogram'}, 'parameters/graph_14net.7.weight': {'_type': 'histogram'}, 'parameters/graph_15net.0.bias': {'_type': 'histogram'}, 'parameters/graph_15net.0.weight': {'_type': 'histogram'}, 'parameters/graph_15net.3.bias': {'_type': 'histogram'}, 'parameters/graph_15net.3.weight': {'_type': 'histogram'}, 'parameters/graph_15net.7.bias': {'_type': 'histogram'}, 'parameters/graph_15net.7.weight': {'_type': 'histogram'}, 'parameters/graph_1net.0.bias': {'_type': 'histogram'}, 'parameters/graph_1net.0.weight': {'_type': 'histogram'}, 'parameters/graph_1net.3.bias': {'_type': 'histogram'}, 'parameters/graph_1net.3.weight': {'_type': 'histogram'}, 'parameters/graph_1net.7.bias': {'_type': 'histogram'}, 'parameters/graph_1net.7.weight': {'_type': 'histogram'}, 'parameters/graph_2net.0.bias': {'_type': 'histogram'}, 'parameters/graph_2net.0.weight': {'_type': 'histogram'}, 'parameters/graph_2net.3.bias': {'_type': 'histogram'}, 'parameters/graph_2net.3.weight': {'_type': 'histogram'}, 'parameters/graph_2net.7.bias': {'_type': 'histogram'}, 'parameters/graph_2net.7.weight': {'_type': 'histogram'}, 'parameters/graph_3net.0.bias': {'_type': 'histogram'}, 'parameters/graph_3net.0.weight': {'_type': 'histogram'}, 'parameters/graph_3net.3.bias': {'_type': 'histogram'}, 'parameters/graph_3net.3.weight': {'_type': 'histogram'}, 'parameters/graph_3net.7.bias': {'_type': 'histogram'}, 'parameters/graph_3net.7.weight': {'_type': 'histogram'}, 'parameters/graph_4net.0.bias': {'_type': 'histogram'}, 'parameters/graph_4net.0.weight': {'_type': 'histogram'}, 'parameters/graph_4net.3.bias': {'_type': 'histogram'}, 'parameters/graph_4net.3.weight': {'_type': 'histogram'}, 'parameters/graph_4net.7.bias': {'_type': 'histogram'}, 'parameters/graph_4net.7.weight': {'_type': 'histogram'}, 'parameters/graph_5net.0.bias': {'_type': 'histogram'}, 'parameters/graph_5net.0.weight': {'_type': 'histogram'}, 'parameters/graph_5net.3.bias': {'_type': 'histogram'}, 'parameters/graph_5net.3.weight': {'_type': 'histogram'}, 'parameters/graph_5net.7.bias': {'_type': 'histogram'}, 'parameters/graph_5net.7.weight': {'_type': 'histogram'}, 'parameters/graph_6net.0.bias': {'_type': 'histogram'}, 'parameters/graph_6net.0.weight': {'_type': 'histogram'}, 'parameters/graph_6net.3.bias': {'_type': 'histogram'}, 'parameters/graph_6net.3.weight': {'_type': 'histogram'}, 'parameters/graph_6net.7.bias': {'_type': 'histogram'}, 'parameters/graph_6net.7.weight': {'_type': 'histogram'}, 'parameters/graph_7net.0.bias': {'_type': 'histogram'}, 'parameters/graph_7net.0.weight': {'_type': 'histogram'}, 'parameters/graph_7net.3.bias': {'_type': 'histogram'}, 'parameters/graph_7net.3.weight': {'_type': 'histogram'}, 'parameters/graph_7net.7.bias': {'_type': 'histogram'}, 'parameters/graph_7net.7.weight': {'_type': 'histogram'}, 'parameters/graph_8net.0.bias': {'_type': 'histogram'}, 'parameters/graph_8net.0.weight': {'_type': 'histogram'}, 'parameters/graph_8net.3.bias': {'_type': 'histogram'}, 'parameters/graph_8net.3.weight': {'_type': 'histogram'}, 'parameters/graph_8net.7.bias': {'_type': 'histogram'}, 'parameters/graph_8net.7.weight': {'_type': 'histogram'}, 'parameters/graph_9net.0.bias': {'_type': 'histogram'}, 'parameters/graph_9net.0.weight': {'_type': 'histogram'}, 'parameters/graph_9net.3.bias': {'_type': 'histogram'}, 'parameters/graph_9net.3.weight': {'_type': 'histogram'}, 'parameters/graph_9net.7.bias': {'_type': 'histogram'}, 'parameters/graph_9net.7.weight': {'_type': 'histogram'}, 'parameters/net.0.bias': {'_type': 'histogram'}, 'parameters/net.0.weight': {'_type': 'histogram'}, 'parameters/net.3.bias': {'_type': 'histogram'}, 'parameters/net.3.weight': {'_type': 'histogram'}, 'parameters/net.7.bias': {'_type': 'histogram'}, 'parameters/net.7.weight': {'_type': 'histogram'}, 'train_loss': 3.977606979863984, 'val_loss': 3.920057223393367}","{'model': 'SimCLR', 'epochs': 20, 'dataset': 'uniform', 'use_wandb': True, 'batch_size': 128, 'temperature': 0.26114270172432774, 'learning_rate': 1.2011078554353862e-05}",sandy-sweep-1
1,"{'_runtime': 71.58940982818604, '_step': 39, '_timestamp': 1742513573.1043978, '_wandb': {'runtime': 71}, 'checkpoint': '/eagle/projects/argonne_tpc/siebenschuh/domain_shift_data/checkpoints/SimCLR/heavy/0rbmxvka_encoder_epoch20.pth', 'epoch': 20, 'gradients/graph_10net.0.bias': {'_type': 'histogram'}, 'gradients/graph_10net.0.weight': {'_type': 'histogram'}, 'gradients/graph_10net.3.bias': {'_type': 'histogram'}, 'gradients/graph_10net.3.weight': {'_type': 'histogram'}, 'gradients/graph_10net.7.bias': {'_type': 'histogram'}, 'gradients/graph_10net.7.weight': {'_type': 'histogram'}, 'gradients/graph_1net.0.bias': {'_type': 'histogram'}, 'gradients/graph_1net.0.weight': {'_type': 'histogram'}, 'gradients/graph_1net.3.bias': {'_type': 'histogram'}, 'gradients/graph_1net.3.weight': {'_type': 'histogram'}, 'gradients/graph_1net.7.bias': {'_type': 'histogram'}, 'gradients/graph_1net.7.weight': {'_type': 'histogram'}, 'gradients/graph_2net.0.bias': {'_type': 'histogram'}, 'gradients/graph_2net.0.weight': {'_type': 'histogram'}, 'gradients/graph_2net.3.bias': {'_type': 'histogram'}, 'gradients/graph_2net.3.weight': {'_type': 'histogram'}, 'gradients/graph_2net.7.bias': {'_type': 'histogram'}, 'gradients/graph_2net.7.weight': {'_type': 'histogram'}, 'gradients/graph_3net.0.bias': {'_type': 'histogram'}, 'gradients/graph_3net.0.weight': {'_type': 'histogram'}, 'gradients/graph_3net.3.bias': {'_type': 'histogram'}, 'gradients/graph_3net.3.weight': {'_type': 'histogram'}, 'gradients/graph_3net.7.bias': {'_type': 'histogram'}, 'gradients/graph_3net.7.weight': {'_type': 'histogram'}, 'gradients/graph_4net.0.bias': {'_type': 'histogram'}, 'gradients/graph_4net.0.weight': {'_type': 'histogram'}, 'gradients/graph_4net.3.bias': {'_type': 'histogram'}, 'gradients/graph_4net.3.weight': {'_type': 'histogram'}, 'gradients/graph_4net.7.bias': {'_type': 'histogram'}, 'gradients/graph_4net.7.weight': {'_type': 'histogram'}, 'gradients/graph_5net.0.bias': {'_type': 'histogram'}, 'gradients/graph_5net.0.weight': {'_type': 'histogram'}, 'gradients/graph_5net.3.bias': {'_type': 'histogram'}, 'gradients/graph_5net.3.weight': {'_type': 'histogram'}, 'gradients/graph_5net.7.bias': {'_type': 'histogram'}, 'gradients/graph_5net.7.weight': {'_type': 'histogram'}, 'gradients/graph_6net.0.bias': {'_type': 'histogram'}, 'gradients/graph_6net.0.weight': {'_type': 'histogram'}, 'gradients/graph_6net.3.bias': {'_type': 'histogram'}, 'gradients/graph_6net.3.weight': {'_type': 'histogram'}, 'gradients/graph_6net.7.bias': {'_type': 'histogram'}, 'gradients/graph_6net.7.weight': {'_type': 'histogram'}, 'gradients/graph_7net.0.bias': {'_type': 'histogram'}, 'gradients/graph_7net.0.weight': {'_type': 'histogram'}, 'gradients/graph_7net.3.bias': {'_type': 'histogram'}, 'gradients/graph_7net.3.weight': {'_type': 'histogram'}, 'gradients/graph_7net.7.bias': {'_type': 'histogram'}, 'gradients/graph_7net.7.weight': {'_type': 'histogram'}, 'gradients/graph_8net.0.bias': {'_type': 'histogram'}, 'gradients/graph_8net.0.weight': {'_type': 'histogram'}, 'gradients/graph_8net.3.bias': {'_type': 'histogram'}, 'gradients/graph_8net.3.weight': {'_type': 'histogram'}, 'gradients/graph_8net.7.bias': {'_type': 'histogram'}, 'gradients/graph_8net.7.weight': {'_type': 'histogram'}, 'gradients/graph_9net.0.bias': {'_type': 'histogram'}, 'gradients/graph_9net.0.weight': {'_type': 'histogram'}, 'gradients/graph_9net.3.bias': {'_type': 'histogram'}, 'gradients/graph_9net.3.weight': {'_type': 'histogram'}, 'gradients/graph_9net.7.bias': {'_type': 'histogram'}, 'gradients/graph_9net.7.weight': {'_type': 'histogram'}, 'gradients/net.0.bias': {'_type': 'histogram'}, 'gradients/net.0.weight': {'_type': 'histogram'}, 'gradients/net.3.bias': {'_type': 'histogram'}, 'gradients/net.3.weight': {'_type': 'histogram'}, 'gradients/net.7.bias': {'_type': 'histogram'}, 'gradients/net.7.weight': {'_type': 'histogram'}, 'parameters/graph_10net.0.bias': {'_type': 'histogram'}, 'parameters/graph_10net.0.weight': {'_type': 'histogram'}, 'parameters/graph_10net.3.bias': {'_type': 'histogram'}, 'parameters/graph_10net.3.weight': {'_type': 'histogram'}, 'parameters/graph_10net.7.bias': {'_type': 'histogram'}, 'parameters/graph_10net.7.weight': {'_type': 'histogram'}, 'parameters/graph_11net.0.bias': {'_type': 'histogram'}, 'parameters/graph_11net.0.weight': {'_type': 'histogram'}, 'parameters/graph_11net.3.bias': {'_type': 'histogram'}, 'parameters/graph_11net.3.weight': {'_type': 'histogram'}, 'parameters/graph_11net.7.bias': {'_type': 'histogram'}, 'parameters/graph_11net.7.weight': {'_type': 'histogram'}, 'parameters/graph_12net.0.bias': {'_type': 'histogram'}, 'parameters/graph_12net.0.weight': {'_type': 'histogram'}, 'parameters/graph_12net.3.bias': {'_type': 'histogram'}, 'parameters/graph_12net.3.weight': {'_type': 'histogram'}, 'parameters/graph_12net.7.bias': {'_type': 'histogram'}, 'parameters/graph_12net.7.weight': {'_type': 'histogram'}, 'parameters/graph_13net.0.bias': {'_type': 'histogram'}, 'parameters/graph_13net.0.weight': {'_type': 'histogram'}, 'parameters/graph_13net.3.bias': {'_type': 'histogram'}, 'parameters/graph_13net.3.weight': {'_type': 'histogram'}, 'parameters/graph_13net.7.bias': {'_type': 'histogram'}, 'parameters/graph_13net.7.weight': {'_type': 'histogram'}, 'parameters/graph_14net.0.bias': {'_type': 'histogram'}, 'parameters/graph_14net.0.weight': {'_type': 'histogram'}, 'parameters/graph_14net.3.bias': {'_type': 'histogram'}, 'parameters/graph_14net.3.weight': {'_type': 'histogram'}, 'parameters/graph_14net.7.bias': {'_type': 'histogram'}, 'parameters/graph_14net.7.weight': {'_type': 'histogram'}, 'parameters/graph_15net.0.bias': {'_type': 'histogram'}, 'parameters/graph_15net.0.weight': {'_type': 'histogram'}, 'parameters/graph_15net.3.bias': {'_type': 'histogram'}, 'parameters/graph_15net.3.weight': {'_type': 'histogram'}, 'parameters/graph_15net.7.bias': {'_type': 'histogram'}, 'parameters/graph_15net.7.weight': {'_type': 'histogram'}, 'parameters/graph_1net.0.bias': {'_type': 'histogram'}, 'parameters/graph_1net.0.weight': {'_type': 'histogram'}, 'parameters/graph_1net.3.bias': {'_type': 'histogram'}, 'parameters/graph_1net.3.weight': {'_type': 'histogram'}, 'parameters/graph_1net.7.bias': {'_type': 'histogram'}, 'parameters/graph_1net.7.weight': {'_type': 'histogram'}, 'parameters/graph_2net.0.bias': {'_type': 'histogram'}, 'parameters/graph_2net.0.weight': {'_type': 'histogram'}, 'parameters/graph_2net.3.bias': {'_type': 'histogram'}, 'parameters/graph_2net.3.weight': {'_type': 'histogram'}, 'parameters/graph_2net.7.bias': {'_type': 'histogram'}, 'parameters/graph_2net.7.weight': {'_type': 'histogram'}, 'parameters/graph_3net.0.bias': {'_type': 'histogram'}, 'parameters/graph_3net.0.weight': {'_type': 'histogram'}, 'parameters/graph_3net.3.bias': {'_type': 'histogram'}, 'parameters/graph_3net.3.weight': {'_type': 'histogram'}, 'parameters/graph_3net.7.bias': {'_type': 'histogram'}, 'parameters/graph_3net.7.weight': {'_type': 'histogram'}, 'parameters/graph_4net.0.bias': {'_type': 'histogram'}, 'parameters/graph_4net.0.weight': {'_type': 'histogram'}, 'parameters/graph_4net.3.bias': {'_type': 'histogram'}, 'parameters/graph_4net.3.weight': {'_type': 'histogram'}, 'parameters/graph_4net.7.bias': {'_type': 'histogram'}, 'parameters/graph_4net.7.weight': {'_type': 'histogram'}, 'parameters/graph_5net.0.bias': {'_type': 'histogram'}, 'parameters/graph_5net.0.weight': {'_type': 'histogram'}, 'parameters/graph_5net.3.bias': {'_type': 'histogram'}, 'parameters/graph_5net.3.weight': {'_type': 'histogram'}, 'parameters/graph_5net.7.bias': {'_type': 'histogram'}, 'parameters/graph_5net.7.weight': {'_type': 'histogram'}, 'parameters/graph_6net.0.bias': {'_type': 'histogram'}, 'parameters/graph_6net.0.weight': {'_type': 'histogram'}, 'parameters/graph_6net.3.bias': {'_type': 'histogram'}, 'parameters/graph_6net.3.weight': {'_type': 'histogram'}, 'parameters/graph_6net.7.bias': {'_type': 'histogram'}, 'parameters/graph_6net.7.weight': {'_type': 'histogram'}, 'parameters/graph_7net.0.bias': {'_type': 'histogram'}, 'parameters/graph_7net.0.weight': {'_type': 'histogram'}, 'parameters/graph_7net.3.bias': {'_type': 'histogram'}, 'parameters/graph_7net.3.weight': {'_type': 'histogram'}, 'parameters/graph_7net.7.bias': {'_type': 'histogram'}, 'parameters/graph_7net.7.weight': {'_type': 'histogram'}, 'parameters/graph_8net.0.bias': {'_type': 'histogram'}, 'parameters/graph_8net.0.weight': {'_type': 'histogram'}, 'parameters/graph_8net.3.bias': {'_type': 'histogram'}, 'parameters/graph_8net.3.weight': {'_type': 'histogram'}, 'parameters/graph_8net.7.bias': {'_type': 'histogram'}, 'parameters/graph_8net.7.weight': {'_type': 'histogram'}, 'parameters/graph_9net.0.bias': {'_type': 'histogram'}, 'parameters/graph_9net.0.weight': {'_type': 'histogram'}, 'parameters/graph_9net.3.bias': {'_type': 'histogram'}, 'parameters/graph_9net.3.weight': {'_type': 'histogram'}, 'parameters/graph_9net.7.bias': {'_type': 'histogram'}, 'parameters/graph_9net.7.weight': {'_type': 'histogram'}, 'parameters/net.0.bias': {'_type': 'histogram'}, 'parameters/net.0.weight': {'_type': 'histogram'}, 'parameters/net.3.bias': {'_type': 'histogram'}, 'parameters/net.3.weight': {'_type': 'histogram'}, 'parameters/net.7.bias': {'_type': 'histogram'}, 'parameters/net.7.weight': {'_type': 'histogram'}, 'train_loss': 3.745266558868544, 'val_loss': 3.6848590557391825}","{'model': 'SimCLR', 'epochs': 20, 'dataset': 'heavy', 'use_wandb': True, 'batch_size': 128, 'temperature': 0.38471595490898647, 'learning_rate': 0.00023781938693932477}",comfy-sweep-1
2,"{'_runtime': 65.2939944267273, '_step': 39, '_timestamp': 1742513570.3790364, '_wandb': {'runtime': 65}, 'checkpoint': '/eagle/projects/argonne_tpc/siebenschuh/domain_shift_data/checkpoints/SimCLR/moderate/09utvss4_encoder_epoch20.pth', 'epoch': 20, 'gradients/graph_1net.0.bias': {'_type': 'histogram'}, 'gradients/graph_1net.0.weight': {'_type': 'histogram'}, 'gradients/graph_1net.3.bias': {'_type': 'histogram'}, 'gradients/graph_1net.3.weight': {'_type': 'histogram'}, 'gradients/graph_1net.7.bias': {'_type': 'histogram'}, 'gradients/graph_1net.7.weight': {'_type': 'histogram'}, 'gradients/net.0.bias': {'_type': 'histogram'}, 'gradients/net.0.weight': {'_type': 'histogram'}, 'gradients/net.3.bias': {'_type': 'histogram'}, 'gradients/net.3.weight': {'_type': 'histogram'}, 'gradients/net.7.bias': {'_type': 'histogram'}, 'gradients/net.7.weight': {'_type': 'histogram'}, 'parameters/graph_10net.0.bias': {'_type': 'histogram'}, 'parameters/graph_10net.0.weight': {'_type': 'histogram'}, 'parameters/graph_10net.3.bias': {'_type': 'histogram'}, 'parameters/graph_10net.3.weight': {'_type': 'histogram'}, 'parameters/graph_10net.7.bias': {'_type': 'histogram'}, 'parameters/graph_10net.7.weight': {'_type': 'histogram'}, 'parameters/graph_11net.0.bias': {'_type': 'histogram'}, 'parameters/graph_11net.0.weight': {'_type': 'histogram'}, 'parameters/graph_11net.3.bias': {'_type': 'histogram'}, 'parameters/graph_11net.3.weight': {'_type': 'histogram'}, 'parameters/graph_11net.7.bias': {'_type': 'histogram'}, 'parameters/graph_11net.7.weight': {'_type': 'histogram'}, 'parameters/graph_1net.0.bias': {'_type': 'histogram'}, 'parameters/graph_1net.0.weight': {'_type': 'histogram'}, 'parameters/graph_1net.3.bias': {'_type': 'histogram'}, 'parameters/graph_1net.3.weight': {'_type': 'histogram'}, 'parameters/graph_1net.7.bias': {'_type': 'histogram'}, 'parameters/graph_1net.7.weight': {'_type': 'histogram'}, 'parameters/graph_2net.0.bias': {'_type': 'histogram'}, 'parameters/graph_2net.0.weight': {'_type': 'histogram'}, 'parameters/graph_2net.3.bias': {'_type': 'histogram'}, 'parameters/graph_2net.3.weight': {'_type': 'histogram'}, 'parameters/graph_2net.7.bias': {'_type': 'histogram'}, 'parameters/graph_2net.7.weight': {'_type': 'histogram'}, 'parameters/graph_3net.0.bias': {'_type': 'histogram'}, 'parameters/graph_3net.0.weight': {'_type': 'histogram'}, 'parameters/graph_3net.3.bias': {'_type': 'histogram'}, 'parameters/graph_3net.3.weight': {'_type': 'histogram'}, 'parameters/graph_3net.7.bias': {'_type': 'histogram'}, 'parameters/graph_3net.7.weight': {'_type': 'histogram'}, 'parameters/graph_4net.0.bias': {'_type': 'histogram'}, 'parameters/graph_4net.0.weight': {'_type': 'histogram'}, 'parameters/graph_4net.3.bias': {'_type': 'histogram'}, 'parameters/graph_4net.3.weight': {'_type': 'histogram'}, 'parameters/graph_4net.7.bias': {'_type': 'histogram'}, 'parameters/graph_4net.7.weight': {'_type': 'histogram'}, 'parameters/graph_5net.0.bias': {'_type': 'histogram'}, 'parameters/graph_5net.0.weight': {'_type': 'histogram'}, 'parameters/graph_5net.3.bias': {'_type': 'histogram'}, 'parameters/graph_5net.3.weight': {'_type': 'histogram'}, 'parameters/graph_5net.7.bias': {'_type': 'histogram'}, 'parameters/graph_5net.7.weight': {'_type': 'histogram'}, 'parameters/graph_6net.0.bias': {'_type': 'histogram'}, 'parameters/graph_6net.0.weight': {'_type': 'histogram'}, 'parameters/graph_6net.3.bias': {'_type': 'histogram'}, 'parameters/graph_6net.3.weight': {'_type': 'histogram'}, 'parameters/graph_6net.7.bias': {'_type': 'histogram'}, 'parameters/graph_6net.7.weight': {'_type': 'histogram'}, 'parameters/graph_7net.0.bias': {'_type': 'histogram'}, 'parameters/graph_7net.0.weight': {'_type': 'histogram'}, 'parameters/graph_7net.3.bias': {'_type': 'histogram'}, 'parameters/graph_7net.3.weight': {'_type': 'histogram'}, 'parameters/graph_7net.7.bias': {'_type': 'histogram'}, 'parameters/graph_7net.7.weight': {'_type': 'histogram'}, 'parameters/graph_8net.0.bias': {'_type': 'histogram'}, 'parameters/graph_8net.0.weight': {'_type': 'histogram'}, 'parameters/graph_8net.3.bias': {'_type': 'histogram'}, 'parameters/graph_8net.3.weight': {'_type': 'histogram'}, 'parameters/graph_8net.7.bias': {'_type': 'histogram'}, 'parameters/graph_8net.7.weight': {'_type': 'histogram'}, 'parameters/graph_9net.0.bias': {'_type': 'histogram'}, 'parameters/graph_9net.0.weight': {'_type': 'histogram'}, 'parameters/graph_9net.3.bias': {'_type': 'histogram'}, 'parameters/graph_9net.3.weight': {'_type': 'histogram'}, 'parameters/graph_9net.7.bias': {'_type': 'histogram'}, 'parameters/graph_9net.7.weight': {'_type': 'histogram'}, 'parameters/net.0.bias': {'_type': 'histogram'}, 'parameters/net.0.weight': {'_type': 'histogram'}, 'parameters/net.3.bias': {'_type': 'histogram'}, 'parameters/net.3.weight': {'_type': 'histogram'}, 'parameters/net.7.bias': {'_type': 'histogram'}, 'parameters/net.7.weight': {'_type': 'histogram'}, 'train_loss': 4.464816978999546, 'val_loss': 4.256611006600516}","{'model': 'SimCLR', 'epochs': 20, 'dataset': 'moderate', 'use_wandb': True, 'batch_size': 256, 'temperature': 0.972635171899134, 'learning_rate': 0.00016342315125137516}",feasible-sweep-1
